"x.1","x.2","assignment","fuzzy","Y"
18.9938877737125,19.2236970502439,1,1,1.09175828740464
16.3856554543066,-8.34066291570175,0,0,0.645829544742121
33.4236776834812,31.8940880054133,1,0,0.648651521762814
32.3756704424234,43.1181308397142,1,1,1.02156323561623
-3.69333957709625,24.1796137621604,0,0,0.424821444427331
53.5399690040234,37.2900912947223,1,0,0.328101849867714
-8.60840778675238,25.2844165685546,0,0,0.278375027165098
-16.0956151251983,5.12412101559963,0,0,0.463467028677779
1.00074586100637,63.2076711365912,1,1,1.45259710884374
21.5755335461838,-14.8607660389441,0,0,1.03957783111886
7.48629164723594,-18.7862589123428,0,0,1.09280976415775
-1.93057032749254,37.5265133265377,0,0,0.12231371704888
6.34887455059238,17.6200322501901,1,0,0.216721809230431
15.7530817277194,30.7432968336966,1,0,0.380796609376257
-6.9817336610872,35.6071203430273,0,0,0.103493156704125
1.99222580321332,21.1008006194616,1,0,0.39282933035136
26.955672574969,19.5796452956373,1,0,0.578940527809922
21.5296087692111,-2.56467243851044,0,0,0.500119395537478
37.8918961584897,-4.55386994898334,0,0,0.592959333040579
16.91346632287,37.764125443138,1,1,1.2800843554783
-8.9645532848107,24.8382222086377,0,0,0.703358849900193
-14.063470263953,19.3186561803754,0,0,0.349078665274563
33.4716850151735,17.6364324906092,1,0,0.715829576863642
17.3327458398231,19.1947322452527,1,0,0.287243735011481
3.67678821304194,0.611378059830734,1,0,0.902330768694688
-5.17883299686207,10.5628240466246,0,0,-0.31675956149792
25.3690312764884,17.8032708702726,1,0,0.218987324003003
52.1222520146756,51.1674440381347,1,1,0.986007038825229
-13.5543093785105,36.1552501262129,0,0,0.613300247395932
20.9976427270215,1.89253564581641,1,1,0.97545604305104
5.25967544410947,1.38310072618829,1,0,-0.00963316629370203
-3.3785327911342,10.2910604374271,0,0,-0.0139082138488785
35.0589019387579,27.1190555261693,1,1,0.487372012765966
34.5098073714104,26.9583713065017,1,0,0.372012149589763
-11.0628891046796,56.529507991215,0,0,0.335042333273532
-3.56851476967274,36.1522416063668,0,0,0.435120209457158
2.0541414658152,32.2773461465245,1,1,1.03174563382985
17.8619013265452,1.23330480859348,1,0,0.00903281334322803
29.3987208621055,13.399066749225,1,0,0.472417828473733
-0.680337880488636,39.8693956987351,0,0,0.0671242946514281
24.375918535376,39.5586927679041,1,0,0.111992627838331
26.411495158324,17.44523266628,1,1,0.757205505822231
20.5726052890637,11.0121999428107,1,0,0.694624081679869
13.169600948372,6.39139777559051,1,0,0.214487200640933
-6.38562691808581,22.5429738287723,0,0,0.0627270970841096
22.14398425453,25.3619868133503,1,1,0.822978852729555
3.41198039687048,23.0518010083822,1,1,0.835086044477105
24.9475996550134,32.5226062870244,1,1,1.07711081468566
8.80964931051804,28.6767386181654,1,0,0.931998076732131
1.83173225158497,5.04439404121917,1,1,0.914018814290823
34.7140896535305,7.86782835201751,1,1,1.38761561573768
-10.7362231457261,5.15480011210868,0,0,0.119122780224354
48.1360221804356,10.3466336973733,1,0,0.786283657496135
6.31510983464675,25.9009063855962,1,0,0.778682174938316
-11.2159107122657,-3.10362579287472,0,0,0.327186421544108
25.8991562303678,-16.2838700362227,0,0,0.400949769175893
23.1313745654229,8.81671293188294,1,1,1.46226077819992
10.2622104329085,29.6949543564189,1,1,0.751731617646116
17.5796132063339,50.1024442795808,1,1,0.869522139403259
22.1682292578902,30.818239988935,1,1,0.686013896845266
26.5140445428756,14.2350700764958,1,0,0.689211567474643
37.8830491698441,35.4638496390468,1,0,-0.107831584490914
41.140923619982,-6.67840747405135,0,0,0.841690208932794
8.02175716682858,24.5695417699939,1,1,0.81929322397548
9.53181241900422,49.2410845046085,1,1,0.917741011856096
19.0942649493109,20.0073486151074,1,0,0.206459061813759
50.2926642879547,29.5009941554885,1,0,0.563498245166636
8.78212858678774,56.3148838848286,1,1,0.578118977824211
16.855431852928,31.7662827908544,1,1,1.08836542377161
44.6628641234758,19.0041062403291,1,0,0.276718749084455
39.0283134100077,4.4004915355563,1,1,0.684675742114925
3.30790113407609,13.1979269562907,1,1,1.1451279852088
-1.45028780578262,24.5557608875408,0,0,0.502855938963058
4.18362939675709,9.39823881861908,1,1,1.18776109172644
36.1823250897669,47.6264819904591,1,1,1.11006478350261
-9.10080753525266,45.3214264079542,0,0,0.263637585632564
38.1180746472488,3.10094338683493,1,1,0.987554990003777
41.1468866607863,44.4735780435121,1,1,0.586624291230886
39.4243011967505,36.0895840597591,1,1,0.736392390211964
21.063492762804,16.6381284941463,1,0,0.876247004445192
18.1420594100095,-0.233354594329239,0,0,0.293083115973797
15.7056582736486,34.4790887655628,1,0,0.178982329281346
29.8725122066,43.749264406834,1,1,1.05471426327394
25.8902029561117,1.05586474873377,1,1,1.16330540340389
22.7630318072897,4.43391574975642,1,1,1.196041474002
10.9628805194807,-12.5753322009948,0,0,0.647724518853062
-12.0943522222628,4.17908822970709,0,0,-0.187104541242892
-3.525942848227,-3.76461659084546,0,0,1.01411057413371
38.3504346369268,-8.86834633695552,0,0,0.944168977962761
60.4506801750188,29.2176862778654,1,1,0.944936542862339
-10.713082624779,-1.00337486854445,0,0,0.135283259411015
49.2604584397295,55.4053761249871,1,1,0.985613272311356
13.0190747625446,-8.60943154568788,0,0,0.733820920267213
-3.46106306877885,12.0387253430746,0,0,0.623683308710951
-0.971728115104607,30.9730965981465,0,0,0.546668248442102
53.1586863995659,23.311667488993,1,1,0.841039721912498
26.0077791042909,18.9720955629269,1,1,1.0396633007305
35.4945575467216,19.1758532455497,1,1,1.46960034261725
